ticketId,matchId,seatId,transactionId,fanId,price,bookingDate,status
TCK000049,MTH01,SEC_STD01_A_R01_S49,TXN00018,FAN0007,1000000.0,2026-09-13 14:54:00,BOOKED
TCK000050,MTH01,SEC_STD01_A_R01_S50,TXN00019,FAN0053,1000000.0,2026-09-14 14:57:00,BOOKED
TCK000051,MTH01,SEC_STD01_A_R01_S51,TXN00019,FAN0053,1000000.0,2026-09-14 14:57:00,BOOKED
TCK000052,MTH01,SEC_STD01_A_R01_S52,TXN00019,FAN0053,1000000.0,2026-09-14 14:57:00,BOOKED
TCK000053,MTH01,SEC_STD01_A_R01_S53,TXN00020,FAN0042,1000000.0,2026-09-15 14:00:00,BOOKED
TCK000054,MTH01,SEC_STD01_A_R01_S54,TXN00021,FAN0211,1000000.0,2026-09-16 14:03:00,BOOKED
TCK000055,MTH01,SEC_STD01_A_R01_S55,TXN00021,FAN0211,1000000.0,2026-09-16 14:03:00,BOOKED
TCK000056,MTH01,SEC_STD01_A_R01_S56,TXN00021,FAN0211,1000000.0,2026-09-16 14:03:00,BOOKED
TCK000057,MTH01,SEC_STD01_A_R01_S57,TXN00022,FAN0213,1000000.0,2026-09-17 14:06:00,BOOKED
TCK000058,MTH01,SEC_STD01_A_R01_S58,TXN00022,FAN0213,1000000.0,2026-09-17 14:06:00,BOOKED
TCK000059,MTH01,SEC_STD01_A_R01_S59,TXN00022,FAN0213,1000000.0,2026-09-17 14:06:00,BOOKED
TCK000060,MTH01,SEC_STD01_A_R01_S60,TXN00023,FAN0060,1000000.0,2026-09-18 14:09:00,BOOKED
TCK000061,MTH01,SEC_STD01_A_R02_S01,TXN00023,FAN0060,1000000.0,2026-09-18 14:09:00,BOOKED
TCK000062,MTH01,SEC_STD01_A_R02_S02,TXN00023,FAN0060,1000000.0,2026-09-18 14:09:00,BOOKED
TCK000063,MTH01,SEC_STD01_A_R02_S03,TXN00023,FAN0060,1000000.0,2026-09-18 14:09:00,BOOKED
TCK000064,MTH01,SEC_STD01_A_R02_S04,TXN00024,FAN0182,1000000.0,2026-09-19 14:12:00,BOOKED
TCK000065,MTH01,SEC_STD01_A_R02_S05,TXN00024,FAN0182,1000000.0,2026-09-19 14:12:00,BOOKED
TCK000066,MTH01,SEC_STD01_A_R02_S06,TXN00025,FAN0101,1000000.0,2026-09-20 14:15:00,BOOKED
TCK000067,MTH01,SEC_STD01_A_R02_S07,TXN00025,FAN0101,1000000.0,2026-09-20 14:15:00,BOOKED
TCK000068,MTH01,SEC_STD01_A_R02_S08,TXN00025,FAN0101,1000000.0,2026-09-20 14:15:00,BOOKED
TCK000069,MTH01,SEC_STD01_A_R02_S09,TXN00025,FAN0101,1000000.0,2026-09-20 14:15:00,BOOKED
TCK000070,MTH01,SEC_STD01_A_R02_S10,TXN00026,FAN0039,1000000.0,2026-09-21 14:18:00,BOOKED
TCK000071,MTH01,SEC_STD01_A_R02_S11,TXN00026,FAN0039,1000000.0,2026-09-21 14:18:00,BOOKED
TCK000072,MTH01,SEC_STD01_A_R02_S12,TXN00026,FAN0039,1000000.0,2026-09-21 14:18:00,BOOKED
TCK000073,MTH01,SEC_STD01_A_R02_S13,TXN00027,FAN0077,1000000.0,2026-09-22 14:21:00,BOOKED
TCK000074,MTH01,SEC_STD01_A_R02_S14,TXN00028,FAN0190,1000000.0,2026-09-23 14:24:00,BOOKED
TCK000075,MTH01,SEC_STD01_A_R02_S15,TXN00029,FAN0025,1000000.0,2026-09-24 14:27:00,BOOKED
TCK000076,MTH01,SEC_STD01_A_R02_S16,TXN00029,FAN0025,1000000.0,2026-09-24 14:27:00,BOOKED
TCK000077,MTH01,SEC_STD01_A_R02_S17,TXN00029,FAN0025,1000000.0,2026-09-24 14:27:00,BOOKED
TCK000078,MTH01,SEC_STD01_A_R02_S18,TXN00029,FAN0025,1000000.0,2026-09-24 14:27:00,BOOKED
TCK000079,MTH01,SEC_STD01_A_R02_S19,TXN00030,FAN0056,1000000.0,2026-09-10 14:30:00,BOOKED
TCK000080,MTH01,SEC_STD01_A_R02_S20,TXN00031,FAN0059,1000000.0,2026-09-11 14:33:00,BOOKED
TCK000081,MTH01,SEC_STD01_A_R02_S21,TXN00031,FAN0059,1000000.0,2026-09-11 14:33:00,BOOKED
TCK000082,MTH01,SEC_STD01_A_R02_S22,TXN00031,FAN0059,1000000.0,2026-09-11 14:33:00,BOOKED
TCK000083,MTH01,SEC_STD01_A_R02_S23,TXN00032,FAN0104,1000000.0,2026-09-12 14:36:00,BOOKED
TCK000084,MTH01,SEC_STD01_A_R02_S24,TXN00033,FAN0026,1000000.0,2026-09-13 14:39:00,BOOKED
TCK000085,MTH01,SEC_STD01_A_R02_S25,TXN00033,FAN0026,1000000.0,2026-09-13 14:39:00,BOOKED
TCK000086,MTH01,SEC_STD01_A_R02_S26,TXN00033,FAN0026,1000000.0,2026-09-13 14:39:00,BOOKED
TCK000087,MTH01,SEC_STD01_A_R02_S27,TXN00034,FAN0160,1000000.0,2026-09-14 14:42:00,BOOKED
TCK000088,MTH01,SEC_STD01_A_R02_S28,TXN00035,FAN0170,1000000.0,2026-09-15 14:45:00,BOOKED
TCK000089,MTH01,SEC_STD01_A_R02_S29,TXN00035,FAN0170,1000000.0,2026-09-15 14:45:00,BOOKED
TCK000090,MTH01,SEC_STD01_A_R02_S30,TXN00035,FAN0170,1000000.0,2026-09-15 14:45:00,BOOKED
TCK000091,MTH01,SEC_STD01_A_R02_S31,TXN00035,FAN0170,1000000.0,2026-09-15 14:45:00,BOOKED
TCK000092,MTH01,SEC_STD01_A_R02_S32,TXN00036,FAN0004,1000000.0,2026-09-16 14:48:00,BOOKED
TCK000093,MTH01,SEC_STD01_A_R02_S33,TXN00037,FAN0012,1000000.0,2026-09-17 14:51:00,BOOKED
TCK000094,MTH01,SEC_STD01_A_R02_S34,TXN00038,FAN0019,1000000.0,2026-09-18 14:54:00,BOOKED
TCK000095,MTH01,SEC_STD01_A_R02_S35,TXN00039,FAN0137,1000000.0,2026-09-19 14:57:00,BOOKED
TCK000096,MTH01,SEC_STD01_A_R02_S36,TXN00039,FAN0137,1000000.0,2026-09-19 14:57:00,BOOKED
TCK000097,MTH01,SEC_STD01_A_R02_S37,TXN00039,FAN0137,1000000.0,2026-09-19 14:57:00,BOOKED
TCK000098,MTH01,SEC_STD01_A_R02_S38,TXN00039,FAN0137,1000000.0,2026-09-19 14:57:00,BOOKED
TCK000099,MTH01,SEC_STD01_A_R02_S39,TXN00040,FAN0155,1000000.0,2026-09-20 14:00:00,BOOKED
TCK000100,MTH01,SEC_STD01_A_R02_S40,TXN00040,FAN0155,1000000.0,2026-09-20 14:00:00,BOOKED
TCK000101,MTH01,SEC_STD01_A_R02_S41,TXN00040,FAN0155,1000000.0,2026-09-20 14:00:00,BOOKED
TCK000102,MTH01,SEC_STD01_A_R02_S42,TXN00040,FAN0155,1000000.0,2026-09-20 14:00:00,BOOKED
TCK000103,MTH01,SEC_STD01_A_R02_S43,TXN00041,FAN0215,1000000.0,2026-09-21 14:03:00,BOOKED
TCK000104,MTH01,SEC_STD01_A_R02_S44,TXN00041,FAN0215,1000000.0,2026-09-21 14:03:00,BOOKED
TCK000105,MTH01,SEC_STD01_A_R02_S45,TXN00042,FAN0172,1000000.0,2026-09-22 14:06:00,BOOKED
TCK000106,MTH01,SEC_STD01_A_R02_S46,TXN00043,FAN0064,1000000.0,2026-09-23 14:09:00,BOOKED
TCK000107,MTH01,SEC_STD01_A_R02_S47,TXN00043,FAN0064,1000000.0,2026-09-23 14:09:00,BOOKED
TCK000108,MTH01,SEC_STD01_A_R02_S48,TXN00043,FAN0064,1000000.0,2026-09-23 14:09:00,BOOKED
TCK000109,MTH01,SEC_STD01_A_R02_S49,TXN00044,FAN0134,1000000.0,2026-09-24 14:12:00,BOOKED
TCK000110,MTH01,SEC_STD01_A_R02_S50,TXN00044,FAN0134,1000000.0,2026-09-24 14:12:00,BOOKED
TCK000111,MTH01,SEC_STD01_A_R02_S51,TXN00045,FAN0093,1000000.0,2026-09-10 14:15:00,BOOKED
TCK000112,MTH01,SEC_STD01_A_R02_S52,TXN00046,FAN0022,1000000.0,2026-09-11 14:18:00,BOOKED
TCK000113,MTH01,SEC_STD01_A_R02_S53,TXN00046,FAN0022,1000000.0,2026-09-11 14:18:00,BOOKED
TCK000114,MTH01,SEC_STD01_A_R02_S54,TXN00046,FAN0022,1000000.0,2026-09-11 14:18:00,BOOKED
TCK000115,MTH01,SEC_STD01_A_R02_S55,TXN00046,FAN0022,1000000.0,2026-09-11 14:18:00,BOOKED
TCK000116,MTH01,SEC_STD01_A_R02_S56,TXN00047,FAN0147,1000000.0,2026-09-12 14:21:00,BOOKED
TCK000117,MTH01,SEC_STD01_A_R02_S57,TXN00047,FAN0147,1000000.0,2026-09-12 14:21:00,BOOKED
TCK000118,MTH01,SEC_STD01_A_R02_S58,TXN00047,FAN0147,1000000.0,2026-09-12 14:21:00,BOOKED
TCK000119,MTH01,SEC_STD01_A_R02_S59,TXN00048,FAN0066,1000000.0,2026-09-13 14:24:00,BOOKED
TCK000120,MTH01,SEC_STD01_A_R02_S60,TXN00049,FAN0204,1000000.0,2026-09-14 14:27:00,BOOKED
TCK000121,MTH01,SEC_STD01_A_R03_S01,TXN00049,FAN0204,1000000.0,2026-09-14 14:27:00,BOOKED
TCK000122,MTH01,SEC_STD01_A_R03_S02,TXN00050,FAN0035,1000000.0,2026-09-15 14:30:00,BOOKED
TCK000123,MTH01,SEC_STD01_A_R03_S03,TXN00050,FAN0035,1000000.0,2026-09-15 14:30:00,BOOKED
TCK000124,MTH01,SEC_STD01_A_R03_S04,TXN00050,FAN0035,1000000.0,2026-09-15 14:30:00,BOOKED
TCK000125,MTH01,SEC_STD01_A_R03_S05,TXN00050,FAN0035,1000000.0,2026-09-15 14:30:00,BOOKED
TCK000126,MTH01,SEC_STD01_A_R03_S06,TXN00051,FAN0049,1000000.0,2026-09-16 14:33:00,BOOKED
TCK000127,MTH01,SEC_STD01_A_R03_S07,TXN00051,FAN0049,1000000.0,2026-09-16 14:33:00,BOOKED
TCK000128,MTH01,SEC_STD01_A_R03_S08,TXN00051,FAN0049,1000000.0,2026-09-16 14:33:00,BOOKED
TCK000129,MTH01,SEC_STD01_A_R03_S09,TXN00051,FAN0049,1000000.0,2026-09-16 14:33:00,BOOKED
TCK000130,MTH01,SEC_STD01_A_R03_S10,TXN00052,FAN0047,1000000.0,2026-09-17 14:36:00,BOOKED
TCK000131,MTH01,SEC_STD01_A_R03_S11,TXN00053,FAN0184,1000000.0,2026-09-18 14:39:00,BOOKED
TCK000132,MTH01,SEC_STD01_A_R03_S12,TXN00053,FAN0184,1000000.0,2026-09-18 14:39:00,BOOKED
TCK000133,MTH01,SEC_STD01_A_R03_S13,TXN00053,FAN0184,1000000.0,2026-09-18 14:39:00,BOOKED
TCK000134,MTH01,SEC_STD01_A_R03_S14,TXN00054,FAN0148,1000000.0,2026-09-19 14:42:00,BOOKED
TCK000135,MTH01,SEC_STD01_A_R03_S15,TXN00054,FAN0148,1000000.0,2026-09-19 14:42:00,BOOKED
TCK000136,MTH01,SEC_STD01_A_R03_S16,TXN00055,FAN0051,1000000.0,2026-09-20 14:45:00,BOOKED
TCK000137,MTH01,SEC_STD01_A_R03_S17,TXN00055,FAN0051,1000000.0,2026-09-20 14:45:00,BOOKED
TCK000138,MTH01,SEC_STD01_A_R03_S18,TXN00056,FAN0192,1000000.0,2026-09-21 14:48:00,BOOKED
TCK000139,MTH01,SEC_STD01_A_R03_S19,TXN00056,FAN0192,1000000.0,2026-09-21 14:48:00,BOOKED
TCK000140,MTH01,SEC_STD01_A_R03_S20,TXN00056,FAN0192,1000000.0,2026-09-21 14:48:00,BOOKED
TCK000141,MTH01,SEC_STD01_A_R03_S21,TXN00056,FAN0192,1000000.0,2026-09-21 14:48:00,BOOKED
TCK000142,MTH01,SEC_STD01_A_R03_S22,TXN00057,FAN0164,1000000.0,2026-09-22 14:51:00,BOOKED
TCK000143,MTH01,SEC_STD01_A_R03_S23,TXN00058,FAN0069,1000000.0,2026-09-23 14:54:00,BOOKED
TCK000144,MTH01,SEC_STD01_A_R03_S24,TXN00058,FAN0069,1000000.0,2026-09-23 14:54:00,BOOKED
TCK000145,MTH01,SEC_STD01_A_R03_S25,TXN00058,FAN0069,1000000.0,2026-09-23 14:54:00,BOOKED
TCK000146,MTH01,SEC_STD01_A_R03_S26,TXN00058,FAN0069,1000000.0,2026-09-23 14:54:00,BOOKED
TCK000147,MTH01,SEC_STD01_A_R03_S27,TXN00059,FAN0074,1000000.0,2026-09-24 14:57:00,BOOKED
TCK000148,MTH01,SEC_STD01_A_R03_S28,TXN00059,FAN0074,1000000.0,2026-09-24 14:57:00,BOOKED
TCK000149,MTH01,SEC_STD01_A_R03_S29,TXN00059,FAN0074,1000000.0,2026-09-24 14:57:00,BOOKED
TCK000150,MTH01,SEC_STD01_A_R03_S30,TXN00059,FAN0074,1000000.0,2026-09-24 14:57:00,BOOKED
TCK000151,MTH01,SEC_STD01_A_R03_S31,TXN00060,FAN0248,1000000.0,2026-09-10 14:00:00,BOOKED
TCK000152,MTH01,SEC_STD01_A_R03_S32,TXN00060,FAN0248,1000000.0,2026-09-10 14:00:00,BOOKED
